ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Embedding,ScoreType,Score,Rank,ID2,GPT4oScore1,GPT4oScore2,Topic,Gender_org,Gender,Age,Nationality,Ethnicity_org,Multiple_Ethnicity,Ethnicity,Ethnicity1,Highest_Degree_org,Education1,Education_EMNLP,Education,Education3,Education2,Handedness,Language,SpecificLanguage,Exposure_Age,Exposure_Length,Length_of_Stay,Writing_Interest,Writing_Strength,P_burst,R_burst,MeanPause,WithinWordPause,BetweenWordPause,MeanDeletion,ProportionDeletion,MeanInsertion,ProportionInsertion,IntervalVariance,MTLD,TUnitLength,DependencyDepth,DependencyCosSim,Readability,LSACohesion,ArgumentOverlap,ConnectiveVariety,Claude3.7Score1,Claude3.7Score2
14187291,-8.278088542,13.6038747,5.928473136,0.405349924,1.164652888,0.981888864,-0.115924948,3.474330484,-4.716022579,-0.913121299,-2.989792924,-2.619449423,-0.128070587,Human,4,3209,14187291a,4,4,Comp,Woman,Women,57,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,4,31.05,18.96183206,1.066222295,0.404692067,0.788233516,2.338709677,0.055154051,22.17857143,0.944845949,199.3646575,43.7789,12.7037,2.4694,0.5289,55.84,0.0168,0.1406,0.0833,4,4
14187291,-8.278088542,13.6038747,5.928473136,0.405349924,1.164652888,0.981888864,-0.115924948,3.474330484,-4.716022579,-0.913121299,-2.989792924,-2.619449423,-0.128070587,Claude3.7,4,3209,14187291a,4,4,Comp,Woman,Women,57,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,4,31.05,18.96183206,1.066222295,0.404692067,0.788233516,2.338709677,0.055154051,22.17857143,0.944845949,199.3646575,43.7789,12.7037,2.4694,0.5289,55.84,0.0168,0.1406,0.0833,4,4
95488837,-14.95882985,18.38139286,8.840470193,1.13208608,0.753822763,4.152969,-1.316949705,0.976848097,0.227071742,3.468197387,1.849875182,-1.173485216,-0.154508568,GPT4o,4,2495,95488837a,4,4,Comp,Woman,Women,37,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,22.62195122,43.13953488,1.507939061,0.616649746,0.972666667,3.315789474,0.032846715,39.46808511,0.967153285,115.7326901,54.612,9.3,2.1577,0.5666,55.84,0.0325,0.1453,0.0972,3,3
95488837,-14.95882985,18.38139286,8.840470193,1.13208608,0.753822763,4.152969,-1.316949705,0.976848097,0.227071742,3.468197387,1.849875182,-1.173485216,-0.154508568,Human,4,2495,95488837a,4,4,Comp,Woman,Women,37,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,22.62195122,43.13953488,1.507939061,0.616649746,0.972666667,3.315789474,0.032846715,39.46808511,0.967153285,115.7326901,54.612,9.3,2.1577,0.5666,55.84,0.0325,0.1453,0.0972,3,3
95488837,-14.95882985,18.38139286,8.840470193,1.13208608,0.753822763,4.152969,-1.316949705,0.976848097,0.227071742,3.468197387,1.849875182,-1.173485216,-0.154508568,Claude3.7,3,2495,95488837a,4,4,Comp,Woman,Women,37,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,22.62195122,43.13953488,1.507939061,0.616649746,0.972666667,3.315789474,0.032846715,39.46808511,0.967153285,115.7326901,54.612,9.3,2.1577,0.5666,55.84,0.0325,0.1453,0.0972,3,3
70368200,11.78074637,2.124183543,7.293590735,-3.676592888,-6.206461581,-3.955626899,-4.336837682,-2.48424204,0.515486496,-1.79642955,3.074301504,1.561641722,-0.079234058,Human,2.5,2062,70368200a,2,2,Mat,Woman,Women,28,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,3,3,39.38356164,23.56557377,2.755571975,1.738113043,1.565201149,1.526315789,0.029372046,16.8128655,0.970627954,209.6214843,117.3607,13,2.6154,0.5813,55.84,0.0097,0.0191,0.0972,2,2
70368200,11.78074637,2.124183543,7.293590735,-3.676592888,-6.206461581,-3.955626899,-4.336837682,-2.48424204,0.515486496,-1.79642955,3.074301504,1.561641722,-0.079234058,GPT4o,2,2062,70368200a,2,2,Mat,Woman,Women,28,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,3,3,39.38356164,23.56557377,2.755571975,1.738113043,1.565201149,1.526315789,0.029372046,16.8128655,0.970627954,209.6214843,117.3607,13,2.6154,0.5813,55.84,0.0097,0.0191,0.0972,2,2
70368200,11.78074637,2.124183543,7.293590735,-3.676592888,-6.206461581,-3.955626899,-4.336837682,-2.48424204,0.515486496,-1.79642955,3.074301504,1.561641722,-0.079234058,Claude3.7,2,2062,70368200a,2,2,Mat,Woman,Women,28,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,3,3,39.38356164,23.56557377,2.755571975,1.738113043,1.565201149,1.526315789,0.029372046,16.8128655,0.970627954,209.6214843,117.3607,13,2.6154,0.5813,55.84,0.0097,0.0191,0.0972,2,2
75957136,7.219984079,-0.73690283,4.938294242,-11.68050033,-0.177818729,-4.88495674,-1.28579181,-0.044598821,-2.938949972,0.903741965,0.769228272,0.353699662,-0.136381748,Human,3.5,2005,75957136a,3,3,Mat,Man,Men,56,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,3,13.47474747,9.013513514,1.092727273,0.674708785,1.020654378,1.581081081,0.080634045,10.10606061,0.919365955,38.89073012,79.9818,8.84,2.7647,0.4318,55.84,0.0078,0.0478,0.0833,4,3
75957136,7.219984079,-0.73690283,4.938294242,-11.68050033,-0.177818729,-4.88495674,-1.28579181,-0.044598821,-2.938949972,0.903741965,0.769228272,0.353699662,-0.136381748,GPT4o,3,2005,75957136a,3,3,Mat,Man,Men,56,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,3,13.47474747,9.013513514,1.092727273,0.674708785,1.020654378,1.581081081,0.080634045,10.10606061,0.919365955,38.89073012,79.9818,8.84,2.7647,0.4318,55.84,0.0078,0.0478,0.0833,4,3
75957136,7.219984079,-0.73690283,4.938294242,-11.68050033,-0.177818729,-4.88495674,-1.28579181,-0.044598821,-2.938949972,0.903741965,0.769228272,0.353699662,-0.136381748,Claude3.7,3.5,2005,75957136a,3,3,Mat,Man,Men,56,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,3,13.47474747,9.013513514,1.092727273,0.674708785,1.020654378,1.581081081,0.080634045,10.10606061,0.919365955,38.89073012,79.9818,8.84,2.7647,0.4318,55.84,0.0078,0.0478,0.0833,4,3
68735556,8.547034154,-4.954063776,6.088197216,-7.401061339,-0.284913331,1.47415225,7.191069252,-4.492080923,-0.081700103,-7.419768413,3.300954711,-1.640176232,-0.048931556,Human,4.5,4347,68735556a,3,3,Mat,Man,Men,25,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,4,61.40229885,13.52405063,0.71501067,0.446285714,0.62361442,4.863636364,0.152735924,21.11462451,0.847264076,138.4379524,144.9633,14.5283,3.6779,0.6411,55.78,0.0106,0.057,0.1667,4,4
68735556,8.547034154,-4.954063776,6.088197216,-7.401061339,-0.284913331,1.47415225,7.191069252,-4.492080923,-0.081700103,-7.419768413,3.300954711,-1.640176232,-0.048931556,GPT4o,3,4347,68735556a,3,3,Mat,Man,Men,25,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,4,61.40229885,13.52405063,0.71501067,0.446285714,0.62361442,4.863636364,0.152735924,21.11462451,0.847264076,138.4379524,144.9633,14.5283,3.6779,0.6411,55.78,0.0106,0.057,0.1667,4,4
68735556,8.547034154,-4.954063776,6.088197216,-7.401061339,-0.284913331,1.47415225,7.191069252,-4.492080923,-0.081700103,-7.419768413,3.300954711,-1.640176232,-0.048931556,Claude3.7,4,4347,68735556a,3,3,Mat,Man,Men,25,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,4,61.40229885,13.52405063,0.71501067,0.446285714,0.62361442,4.863636364,0.152735924,21.11462451,0.847264076,138.4379524,144.9633,14.5283,3.6779,0.6411,55.78,0.0106,0.057,0.1667,4,4
46674583,-11.07807719,-12.74374484,-4.320088536,-0.225591783,4.163447435,2.381361749,-1.204110438,-2.542334221,1.942947516,-1.040705581,-1.325325348,-2.691229627,-0.176602191,GPT4o,5,649,46674583a,5,5,Happ,Man,Men,34,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,3,28.85576923,26.55752212,3.058219316,1.130477833,2.559120968,2.607843137,0.042437779,26.55752212,0.957562221,124.7125139,93.2797,15.5,3.1247,0.6734,55.78,0.0155,0.0792,0.1667,5,4
46674583,-11.07807719,-12.74374484,-4.320088536,-0.225591783,4.163447435,2.381361749,-1.204110438,-2.542334221,1.942947516,-1.040705581,-1.325325348,-2.691229627,-0.176602191,Human,4.5,649,46674583a,5,5,Happ,Man,Men,34,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,3,28.85576923,26.55752212,3.058219316,1.130477833,2.559120968,2.607843137,0.042437779,26.55752212,0.957562221,124.7125139,93.2797,15.5,3.1247,0.6734,55.78,0.0155,0.0792,0.1667,5,4
46674583,-11.07807719,-12.74374484,-4.320088536,-0.225591783,4.163447435,2.381361749,-1.204110438,-2.542334221,1.942947516,-1.040705581,-1.325325348,-2.691229627,-0.176602191,Claude3.7,4.5,649,46674583a,5,5,Happ,Man,Men,34,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,3,28.85576923,26.55752212,3.058219316,1.130477833,2.559120968,2.607843137,0.042437779,26.55752212,0.957562221,124.7125139,93.2797,15.5,3.1247,0.6734,55.78,0.0155,0.0792,0.1667,5,4
44248158,-8.909280204,10.07739154,4.615172154,1.140152264,9.777131203,-3.665804686,-2.448215203,1.231243154,-0.043700423,4.196966794,0.983155558,-0.335333235,-0.193532214,GPT4o,4,313,44248158a,4,4,Comp,Man,Men,30,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,4,74.2,18.00970874,6.346894737,0.326685393,0.804887006,2.784313725,0.07110666,27.68656716,0.92889334,414.446686,96.0333,16.5789,3.2825,0.6789,55.78,0.0175,0.1384,0.0833,3,3
44248158,-8.909280204,10.07739154,4.615172154,1.140152264,9.777131203,-3.665804686,-2.448215203,1.231243154,-0.043700423,4.196966794,0.983155558,-0.335333235,-0.193532214,Human,4,313,44248158a,4,4,Comp,Man,Men,30,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,4,74.2,18.00970874,6.346894737,0.326685393,0.804887006,2.784313725,0.07110666,27.68656716,0.92889334,414.446686,96.0333,16.5789,3.2825,0.6789,55.78,0.0175,0.1384,0.0833,3,3
44248158,-8.909280204,10.07739154,4.615172154,1.140152264,9.777131203,-3.665804686,-2.448215203,1.231243154,-0.043700423,4.196966794,0.983155558,-0.335333235,-0.193532214,Claude3.7,3,313,44248158a,4,4,Comp,Man,Men,30,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,4,74.2,18.00970874,6.346894737,0.326685393,0.804887006,2.784313725,0.07110666,27.68656716,0.92889334,414.446686,96.0333,16.5789,3.2825,0.6789,55.78,0.0175,0.1384,0.0833,3,3
84333823,-12.17052484,12.74522936,6.501519379,5.443546087,4.464437006,-2.365366551,-3.464664807,2.495417671,1.744320258,3.723807493,1.035659587,4.271608691,-0.140742755,Human,4,2186,84333823a,3,3,Comp,Woman,Women,39,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,42.58024691,11.69152542,1.272622159,0.511961798,0.559035573,7.16,0.237453018,18.44385027,0.762546982,234.3996824,81.5179,10.7586,2.9647,0.6347,55.78,0.0297,0.0982,0.0972,3,3
84333823,-12.17052484,12.74522936,6.501519379,5.443546087,4.464437006,-2.365366551,-3.464664807,2.495417671,1.744320258,3.723807493,1.035659587,4.271608691,-0.140742755,GPT4o,3,2186,84333823a,3,3,Comp,Woman,Women,39,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,42.58024691,11.69152542,1.272622159,0.511961798,0.559035573,7.16,0.237453018,18.44385027,0.762546982,234.3996824,81.5179,10.7586,2.9647,0.6347,55.78,0.0297,0.0982,0.0972,3,3
84333823,-12.17052484,12.74522936,6.501519379,5.443546087,4.464437006,-2.365366551,-3.464664807,2.495417671,1.744320258,3.723807493,1.035659587,4.271608691,-0.140742755,Claude3.7,3,2186,84333823a,3,3,Comp,Woman,Women,39,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,42.58024691,11.69152542,1.272622159,0.511961798,0.559035573,7.16,0.237453018,18.44385027,0.762546982,234.3996824,81.5179,10.7586,2.9647,0.6347,55.78,0.0297,0.0982,0.0972,3,3
53402454,5.302947788,-9.654506182,7.976554991,-3.516578311,-2.323943559,2.861658014,1.181297787,0.705204638,-2.361753076,1.923243006,-0.27977093,0.411093566,-0.049116049,GPT4o,5,390,53402454a,5,5,Mat,Woman,Women,30,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,3,3,50.2278481,13.36026936,1.671758706,0.576485149,1.098182203,3.328767123,0.109115402,18.8952381,0.890884598,265.7784374,66.2354,9.629,2.541,0.5073,55.74,0.0251,0.1133,0.125,4,4
53402454,5.302947788,-9.654506182,7.976554991,-3.516578311,-2.323943559,2.861658014,1.181297787,0.705204638,-2.361753076,1.923243006,-0.27977093,0.411093566,-0.049116049,Human,5,390,53402454a,5,5,Mat,Woman,Women,30,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,3,3,50.2278481,13.36026936,1.671758706,0.576485149,1.098182203,3.328767123,0.109115402,18.8952381,0.890884598,265.7784374,66.2354,9.629,2.541,0.5073,55.74,0.0251,0.1133,0.125,4,4
53402454,5.302947788,-9.654506182,7.976554991,-3.516578311,-2.323943559,2.861658014,1.181297787,0.705204638,-2.361753076,1.923243006,-0.27977093,0.411093566,-0.049116049,Claude3.7,4,390,53402454a,5,5,Mat,Woman,Women,30,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,3,3,50.2278481,13.36026936,1.671758706,0.576485149,1.098182203,3.328767123,0.109115402,18.8952381,0.890884598,265.7784374,66.2354,9.629,2.541,0.5073,55.74,0.0251,0.1133,0.125,4,4
65021037,-6.210025869,-9.372336577,-3.049728777,-1.016256169,4.204671411,-0.12356678,2.912977224,-3.349061673,3.230717825,-3.846886711,-0.212633064,1.134971783,-0.121178747,Human,4.5,3708,65021037a,4,4,Happ,Woman,Women,57,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,34.4953271,16.18859649,0.93048397,0.558297794,1.211943636,3.754385965,0.103908716,18.73604061,0.896091284,77.81952054,71.0647,10.5091,2.8685,0.5338,55.74,0.0188,0.1053,0.1944,3,3
65021037,-6.210025869,-9.372336577,-3.049728777,-1.016256169,4.204671411,-0.12356678,2.912977224,-3.349061673,3.230717825,-3.846886711,-0.212633064,1.134971783,-0.121178747,GPT4o,4,3708,65021037a,4,4,Happ,Woman,Women,57,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,34.4953271,16.18859649,0.93048397,0.558297794,1.211943636,3.754385965,0.103908716,18.73604061,0.896091284,77.81952054,71.0647,10.5091,2.8685,0.5338,55.74,0.0188,0.1053,0.1944,3,3
65021037,-6.210025869,-9.372336577,-3.049728777,-1.016256169,4.204671411,-0.12356678,2.912977224,-3.349061673,3.230717825,-3.846886711,-0.212633064,1.134971783,-0.121178747,Claude3.7,3,3708,65021037a,4,4,Happ,Woman,Women,57,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,34.4953271,16.18859649,0.93048397,0.558297794,1.211943636,3.754385965,0.103908716,18.73604061,0.896091284,77.81952054,71.0647,10.5091,2.8685,0.5338,55.74,0.0188,0.1053,0.1944,3,3
69532384,-3.938349343,10.59510149,5.355238891,-1.521172084,2.243239541,-3.202694046,-2.495373256,-2.408236135,-2.776093832,-2.098732656,-2.072624821,-3.810408276,-0.084369725,Human,5,1267,69532384a,3,3,Comp,Woman,Women,35,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,33.39230769,10.51089588,1.032343885,0.474486179,0.820495082,3.451282051,0.134224172,14.47,0.865775828,228.5152317,69.875,12.7045,2.6834,0.5212,55.74,0.0113,0.0512,0.1528,4,4
69532384,-3.938349343,10.59510149,5.355238891,-1.521172084,2.243239541,-3.202694046,-2.495373256,-2.408236135,-2.776093832,-2.098732656,-2.072624821,-3.810408276,-0.084369725,GPT4o,3,1267,69532384a,3,3,Comp,Woman,Women,35,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,33.39230769,10.51089588,1.032343885,0.474486179,0.820495082,3.451282051,0.134224172,14.47,0.865775828,228.5152317,69.875,12.7045,2.6834,0.5212,55.74,0.0113,0.0512,0.1528,4,4
69532384,-3.938349343,10.59510149,5.355238891,-1.521172084,2.243239541,-3.202694046,-2.495373256,-2.408236135,-2.776093832,-2.098732656,-2.072624821,-3.810408276,-0.084369725,Claude3.7,4,1267,69532384a,3,3,Comp,Woman,Women,35,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,33.39230769,10.51089588,1.032343885,0.474486179,0.820495082,3.451282051,0.134224172,14.47,0.865775828,228.5152317,69.875,12.7045,2.6834,0.5212,55.74,0.0113,0.0512,0.1528,4,4
66682266,-4.371138542,-4.041870161,-1.480268177,-0.007759852,7.315305853,-0.807985457,-2.44004445,-1.140587612,2.495326545,0.542689264,0.82266661,1.0412375,-0.179248772,GPT4o,5,1590,66682266a,5,5,Happ,Man,Men,50,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,27.45689655,18.41040462,1.343431336,0.485683267,1.281180751,2.717647059,0.067622951,24.5,0.932377049,141.8451816,114.1316,12.186,2.8225,0.5649,55.74,0.0094,0.0677,0.125,4,4
66682266,-4.371138542,-4.041870161,-1.480268177,-0.007759852,7.315305853,-0.807985457,-2.44004445,-1.140587612,2.495326545,0.542689264,0.82266661,1.0412375,-0.179248772,Human,4.5,1590,66682266a,5,5,Happ,Man,Men,50,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,27.45689655,18.41040462,1.343431336,0.485683267,1.281180751,2.717647059,0.067622951,24.5,0.932377049,141.8451816,114.1316,12.186,2.8225,0.5649,55.74,0.0094,0.0677,0.125,4,4
66682266,-4.371138542,-4.041870161,-1.480268177,-0.007759852,7.315305853,-0.807985457,-2.44004445,-1.140587612,2.495326545,0.542689264,0.82266661,1.0412375,-0.179248772,Claude3.7,4,1590,66682266a,5,5,Happ,Man,Men,50,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,27.45689655,18.41040462,1.343431336,0.485683267,1.281180751,2.717647059,0.067622951,24.5,0.932377049,141.8451816,114.1316,12.186,2.8225,0.5649,55.74,0.0094,0.0677,0.125,4,4
52495411,8.004772404,1.916645499,-6.446051372,1.498138924,8.151233426,-6.971213216,-2.741691815,-0.529818086,-0.000243098,0.557111199,1.426777118,0.654109538,-0.179110239,GPT4o,4,4382,52495411a,4,4,App,Man,Men,50,United States of America,Black or African American,NA,African,African,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,5,25.90983607,13.28151261,0.677030217,0.407295841,0.802037572,5.916666667,0.183415138,19.51234568,0.816584862,70.77264066,118.222,10.7105,2.543,0.5216,55.74,0.0064,0.064,0.1389,4,4
52495411,8.004772404,1.916645499,-6.446051372,1.498138924,8.151233426,-6.971213216,-2.741691815,-0.529818086,-0.000243098,0.557111199,1.426777118,0.654109538,-0.179110239,Human,4,4382,52495411a,4,4,App,Man,Men,50,United States of America,Black or African American,NA,African,African,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,5,25.90983607,13.28151261,0.677030217,0.407295841,0.802037572,5.916666667,0.183415138,19.51234568,0.816584862,70.77264066,118.222,10.7105,2.543,0.5216,55.74,0.0064,0.064,0.1389,4,4
52495411,8.004772404,1.916645499,-6.446051372,1.498138924,8.151233426,-6.971213216,-2.741691815,-0.529818086,-0.000243098,0.557111199,1.426777118,0.654109538,-0.179110239,Claude3.7,4,4382,52495411a,4,4,App,Man,Men,50,United States of America,Black or African American,NA,African,African,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,5,25.90983607,13.28151261,0.677030217,0.407295841,0.802037572,5.916666667,0.183415138,19.51234568,0.816584862,70.77264066,118.222,10.7105,2.543,0.5216,55.74,0.0064,0.064,0.1389,4,4
55632250,9.095193335,-4.644626689,12.59585763,-3.250754945,-2.65454325,1.233500993,-0.639552965,-0.303250488,1.616188059,-2.894502587,0.510268979,0.836619611,-0.074387535,Human,4.5,957,55632250a,4,4,Mat,Woman,Women,23,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,5,38.4047619,9.71686747,1.260952465,0.419656379,1.468228261,3.988023952,0.171120247,12.12781955,0.828879753,155.1423719,72.3863,10.6316,2.6757,0.475,55.74,0.0173,0.0583,0.0833,4,4
55632250,9.095193335,-4.644626689,12.59585763,-3.250754945,-2.65454325,1.233500993,-0.639552965,-0.303250488,1.616188059,-2.894502587,0.510268979,0.836619611,-0.074387535,GPT4o,4,957,55632250a,4,4,Mat,Woman,Women,23,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,5,38.4047619,9.71686747,1.260952465,0.419656379,1.468228261,3.988023952,0.171120247,12.12781955,0.828879753,155.1423719,72.3863,10.6316,2.6757,0.475,55.74,0.0173,0.0583,0.0833,4,4
55632250,9.095193335,-4.644626689,12.59585763,-3.250754945,-2.65454325,1.233500993,-0.639552965,-0.303250488,1.616188059,-2.894502587,0.510268979,0.836619611,-0.074387535,Claude3.7,4,957,55632250a,4,4,Mat,Woman,Women,23,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,5,5,38.4047619,9.71686747,1.260952465,0.419656379,1.468228261,3.988023952,0.171120247,12.12781955,0.828879753,155.1423719,72.3863,10.6316,2.6757,0.475,55.74,0.0173,0.0583,0.0833,4,4
30713528,8.481632493,-8.277936081,11.15275202,-1.003965571,3.526671905,2.27792585,5.045488039,-5.333328369,5.106390546,-0.555729467,1.605717829,1.477744642,-0.048502039,Human,4,2272,30713528a,3,4,Mat,Woman,Women,63,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,28.12820513,39.89090909,1.091803213,0.469798056,0.695917778,2.925925926,0.034755829,37.82758621,0.965244171,172.7433549,94.4254,11.3939,2.5399,0.5479,55.74,0.0229,0.0809,0.0972,3,3
30713528,8.481632493,-8.277936081,11.15275202,-1.003965571,3.526671905,2.27792585,5.045488039,-5.333328369,5.106390546,-0.555729467,1.605717829,1.477744642,-0.048502039,GPT4o,3.5,2272,30713528a,3,4,Mat,Woman,Women,63,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,28.12820513,39.89090909,1.091803213,0.469798056,0.695917778,2.925925926,0.034755829,37.82758621,0.965244171,172.7433549,94.4254,11.3939,2.5399,0.5479,55.74,0.0229,0.0809,0.0972,3,3
30713528,8.481632493,-8.277936081,11.15275202,-1.003965571,3.526671905,2.27792585,5.045488039,-5.333328369,5.106390546,-0.555729467,1.605717829,1.477744642,-0.048502039,Claude3.7,3,2272,30713528a,3,4,Mat,Woman,Women,63,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,28.12820513,39.89090909,1.091803213,0.469798056,0.695917778,2.925925926,0.034755829,37.82758621,0.965244171,172.7433549,94.4254,11.3939,2.5399,0.5479,55.74,0.0229,0.0809,0.0972,3,3
65172301,-9.476911216,2.530916583,-0.991295801,0.426150375,-1.310324669,-0.828573547,-0.209573631,2.089510766,3.484337441,-5.980972854,5.696240384,-0.713249373,-0.088283868,Human,5,3964,65172301a,4,3,Happ,Man,Men,40,United States of America,Asian,NA,Asian,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,left-handed,English,NA,NA,NA,NA,4,4,41.6984127,13.33502538,1.637839646,0.403224719,1.122219048,6.239583333,0.185678859,21.35772358,0.814321141,204.1698911,74.0248,12.5769,2.7829,0.5936,55.74,0.01,0.0806,0.0694,3,3
